filename,class_label,group_id,ai_probability,manipulationProbability,meanDifference,maxDifference,standardDeviation,edgeDensity,noiseMean,noiseStd,blurScore,sharpnessScore,blockSharpnessAverage,blockSharpnessStd
authentic\64375.jpg,Authentic,,0.0,0.154,0.55,8,0.76,3.32,2.16,3.54,156.86,36.43,194.38,241.74
authentic\64392.jpg,Authentic,,0.0001,0.1361,0.41,8,0.73,3.24,1.44,3.43,159.17,24.58,147.84,230.4
authentic\64436.jpg,Authentic,,0.0114,0.4916,0.49,11,0.93,6.75,2.83,6.11,620.76,39.43,575.42,804.87
authentic\64499.jpg,Authentic,,0.0014,0.4688,0.9,16,1.29,12.81,6.55,10.48,2081.94,69.78,2100.85,1945.52
authentic\64543.jpg,Authentic,,0.0001,0.1953,1.05,26,1.49,7.47,5.73,11.24,2034.1,72.88,2069.62,1300.08
authentic\64593.jpg,Authentic,,0.0,0.1619,1.5,13,1.53,22.63,20.81,22.63,10032.13,226.08,10300.4,5650.77
authentic\64664.jpg,Authentic,,0.0026,0.1535,0.49,10,0.78,3.32,1.97,3.34,162.41,31.19,166.82,196.75
authentic\64741.jpg,Authentic,,0.0014,0.1832,0.44,12,0.82,5.05,2.59,5.67,403.98,42.86,413.98,409.08
authentic\64755.jpg,Authentic,,0.0003,0.4495,0.54,14,1.02,5.82,2.95,7.51,969.13,41.45,984.72,1959.76
authentic\64793.jpg,Authentic,,0.0003,0.3799,0.77,22,1.06,6.66,3.18,5.39,418.62,49.0,429.58,442.84
authentic\64908.jpg,Authentic,,0.0,0.2106,0.86,15,1.05,10.73,4.8,6.85,787.32,72.3,807.71,586.11
authentic\64938.jpg,Authentic,,0.0004,0.1867,0.64,18,0.97,5.49,2.76,5.39,395.77,45.14,403.63,459.05
authentic\65187.jpg,Authentic,,0.0,0.1621,0.55,8,0.77,4.23,2.51,3.71,221.13,42.11,229.7,164.77
authentic\65190.jpg,Authentic,,0.0,0.3122,1.27,16,1.43,17.62,9.83,12.14,3325.27,102.99,3055.76,2069.94
authentic\65350.jpg,Authentic,,0.0047,0.0762,0.22,9,0.57,2.29,1.39,4.25,221.15,18.47,218.25,343.1
authentic\65395.jpg,Authentic,,0.0001,0.2452,1.11,16,1.4,14.06,8.05,11.54,2430.19,91.36,2465.92,1416.95
authentic\65396.jpg,Authentic,,0.0022,0.3197,0.68,13,1.08,6.89,4.82,11.02,1699.29,64.17,1690.21,2182.7
authentic\65445.jpg,Authentic,,0.0016,0.4547,0.51,14,0.98,4.23,2.77,7.13,653.55,43.1,658.84,825.74
authentic\65505.jpg,Authentic,,0.0,0.191,0.3,8,0.61,1.9,1.21,3.36,113.86,23.52,116.19,134.46
authentic\65515.jpg,Authentic,,0.0001,0.1492,0.55,8,0.75,3.96,2.21,3.18,142.34,38.85,137.74,134.83
authentic\65547.jpg,Authentic,,0.0,0.3078,0.65,15,1.03,3.28,1.78,3.18,144.46,30.89,149.58,173.86
authentic\65570.jpg,Authentic,,0.0,0.1876,0.45,6,0.67,2.85,1.73,2.87,96.83,32.83,85.65,69.78
authentic\65575.jpg,Authentic,,0.0,0.1921,0.71,27,1.18,5.6,2.5,4.91,320.39,42.91,329.46,548.92
authentic\65582.jpg,Authentic,,0.0157,0.1878,1.01,23,1.44,11.48,5.64,8.02,1230.86,79.14,1261.87,1548.15
authentic\65585.jpg,Authentic,,0.0017,0.1186,0.31,10,0.67,2.49,1.43,3.92,189.85,23.79,168.37,198.19
authentic\65628.jpg,Authentic,,0.0,0.3641,0.75,25,1.15,5.42,3.12,5.92,527.6,46.39,471.39,550.75
authentic\65637.jpg,Authentic,,0.0,0.1743,0.37,15,0.74,4.21,2.34,6.32,446.42,35.08,399.78,900.47
authentic\65642.jpg,Authentic,,0.0001,0.216,1.11,37,1.26,17.05,9.09,11.68,2334.9,115.05,2382.59,1595.13
authentic\65650.jpg,Authentic,,0.0004,0.1218,0.33,12,0.75,3.51,1.73,5.28,392.73,24.88,360.75,693.35
authentic\65674.jpg,Authentic,,0.086,0.1885,0.3,12,0.68,2.85,1.5,4.11,224.44,24.23,232.21,389.74
authentic\65675.jpg,Authentic,,0.0,0.1428,0.62,9,0.84,3.04,2.36,3.46,177.45,37.27,181.13,153.37
authentic\65685.jpg,Authentic,,0.0,0.4383,0.49,10,0.85,4.68,2.24,4.71,283.37,37.78,261.55,337.92
authentic\65706.jpg,Authentic,,0.0,0.4894,0.49,12,0.87,5.65,2.99,6.93,492.44,48.85,499.41,568.28
authentic\65714.jpg,Authentic,,0.0009,0.5572,1.23,40,2.21,5.62,3.72,7.54,708.69,49.06,726.64,555.64
authentic\65722.jpg,Authentic,,0.0071,0.2366,0.63,8,0.93,10.88,3.94,6.43,769.58,44.51,738.84,619.66
authentic\65749.jpg,Authentic,,0.4728,0.3957,0.84,14,1.01,12.83,6.59,8.76,1436.75,80.9,1467.94,1147.63
authentic\65766.jpg,Authentic,,0.0003,0.4179,0.64,10,0.91,5.86,4.38,8.62,1036.03,54.19,1101.22,906.32
authentic\65777.jpg,Authentic,,0.0231,0.4022,1.43,29,2.15,14.53,4.7,7.46,960.77,66.0,864.4,1227.66
authentic\65778.jpg,Authentic,,0.0002,0.2168,1.12,28,1.46,13.95,8.16,10.97,1985.9,98.71,2039.13,1124.73
authentic\65794.jpg,Authentic,,0.0,0.1408,1.06,15,1.26,14.07,7.16,9.41,1282.64,100.88,1319.61,641.46
authentic\65816.jpg,Authentic,,0.0093,0.2084,0.9,36,1.5,8.52,4.9,8.38,1196.11,60.4,1214.15,1086.37
authentic\65847.jpg,Authentic,,0.2648,0.2168,0.81,11,1.01,12.12,5.48,7.87,1101.33,75.18,1023.46,1272.01
authentic\65898.jpg,Authentic,,0.0014,0.3029,0.61,11,0.9,6.26,2.91,4.67,344.49,44.57,351.8,290.62
authentic\65929.jpg,Authentic,,0.0001,0.1924,1.08,22,1.33,15.47,7.95,10.21,1944.6,93.27,1881.27,1291.23
authentic\66003.jpg,Authentic,,0.0,0.2864,1.03,14,1.31,14.68,7.56,11.17,2362.74,90.39,2403.17,1863.53
authentic\66007.jpg,Authentic,,0.0,0.234,1.1,18,1.32,8.45,5.47,8.77,1154.97,75.09,1188.49,1397.49
authentic\66086.jpg,Authentic,,0.0,0.1261,0.43,14,0.84,3.9,2.16,5.86,512.69,32.01,508.44,1387.12
authentic\66138.jpg,Authentic,,0.0,0.2057,1.34,21,1.53,14.93,8.1,10.99,2174.86,95.72,2264.16,1867.61
authentic\66178.jpg,Authentic,,0.0,0.1954,0.96,11,1.09,12.6,4.92,6.03,688.62,69.04,644.67,378.57
authentic\66206.jpg,Authentic,,0.0002,0.4077,0.55,12,0.87,5.25,2.96,6.49,553.24,53.2,579.99,736.21
authentic\66282.jpg,Authentic,,0.0003,0.1837,0.64,19,0.98,3.46,2.37,4.01,222.18,45.28,229.06,202.68
authentic\66295.jpg,Authentic,,0.0026,0.2903,0.85,15,1.18,4.49,4.2,9.69,1136.06,59.58,1106.84,1267.15
authentic\66372.jpg,Authentic,,0.0,0.1655,1.25,16,1.34,18.41,11.06,13.72,3576.98,127.22,3673.35,2157.5
authentic\66427.jpg,Authentic,,0.003,0.126,1.26,17,1.33,15.45,7.02,9.0,1557.82,96.12,1585.4,1130.79
authentic\66468.jpg,Authentic,,0.2382,0.1809,0.58,9,0.84,5.16,2.61,4.8,354.56,46.27,368.69,479.57
authentic\66661.jpg,Authentic,,0.0002,0.1852,1.29,25,1.4,21.77,10.86,12.43,3562.06,122.82,3635.48,1662.69
authentic\66669.jpg,Authentic,,0.0001,0.1798,0.72,11,0.94,10.5,4.06,5.7,560.89,60.02,558.81,488.69
authentic\66751.jpg,Authentic,,0.0188,0.1624,0.76,13,0.92,11.75,4.79,5.97,684.32,69.37,696.72,687.82
authentic\66828.jpg,Authentic,,0.0026,0.1648,0.67,18,0.92,6.53,3.71,5.18,466.3,47.57,443.87,398.86
authentic\66830.jpg,Authentic,,0.0071,0.1561,0.7,11,1.01,9.69,3.44,5.64,535.63,54.36,484.49,643.4
authentic\66883.jpg,Authentic,,0.0011,0.3305,0.64,16,0.99,7.95,3.87,7.13,759.3,57.23,741.4,669.96
authentic\66944.jpg,Authentic,,0.0,0.2433,0.77,19,1.14,8.61,3.8,6.27,556.15,61.76,516.94,451.77
authentic\66992.jpg,Authentic,,0.0176,0.2964,1.54,17,1.73,21.72,21.03,26.45,16582.38,208.85,16819.13,14176.87
authentic\67004.jpg,Authentic,,0.0003,0.2557,0.9,28,1.34,8.57,3.98,7.71,817.19,72.28,780.64,858.44
authentic\67013.jpg,Authentic,,0.0,0.2523,0.58,11,0.83,4.42,2.91,4.66,325.48,45.88,334.36,332.71
authentic\67019.jpg,Authentic,,0.0,0.2005,1.24,27,1.48,16.09,10.36,14.01,3503.67,118.47,3544.75,2126.82
authentic\67036.jpg,Authentic,,0.0,0.2508,0.58,17,0.98,4.17,2.4,5.96,465.07,40.65,421.92,663.04
authentic\67090.jpg,Authentic,,0.0047,0.0601,0.43,15,0.93,2.26,1.15,3.36,122.43,20.01,122.67,237.77
authentic\67121.jpg,Authentic,,0.0008,0.4377,0.64,15,1.0,5.99,3.64,6.91,912.14,41.88,954.04,2015.05
authentic\67142.jpg,Authentic,,0.0,0.3578,1.24,37,1.9,12.67,6.99,10.18,1621.37,86.69,1638.97,1046.31
authentic\67143.jpg,Authentic,,0.0,0.3776,1.48,26,1.7,17.27,7.49,9.66,1757.76,109.65,1702.76,1191.88
authentic\67150.jpg,Authentic,,0.003,0.2113,0.75,15,0.93,4.8,2.85,3.6,235.86,47.97,225.42,179.8
authentic\67162.jpg,Authentic,,0.0014,0.0544,0.25,10,0.59,2.25,1.43,4.04,209.22,21.51,194.75,292.26
authentic\67178.jpg,Authentic,,0.0001,0.3254,0.91,14,1.15,4.8,4.29,6.38,1053.95,47.82,1031.44,1043.62
authentic\67183.jpg,Authentic,,0.0,0.0964,0.57,14,0.91,4.86,3.35,8.3,835.16,52.02,894.72,1740.78
authentic\67190.jpg,Authentic,,0.0001,0.2765,0.56,12,0.93,5.74,2.95,6.38,576.69,44.74,580.59,578.53
authentic\67202.jpg,Authentic,,0.028,0.2634,0.45,8,0.78,6.07,2.61,5.16,351.94,39.97,359.22,361.95
authentic\67217.jpg,Authentic,,0.0,0.2115,1.28,20,1.34,17.48,8.99,10.77,2373.59,99.67,2309.93,1386.85
authentic\67226.jpg,Authentic,,0.0001,0.2151,1.16,14,1.34,14.67,8.99,13.88,3143.19,103.55,3046.92,2547.21
authentic\67238.jpg,Authentic,,0.0102,0.2226,0.5,7,0.73,4.69,2.32,3.32,163.6,41.09,169.35,94.9
authentic\67306.jpg,Authentic,,0.0001,0.2468,0.93,16,1.24,9.12,4.9,8.51,1247.43,71.43,1272.47,1513.34
authentic\67334.jpg,Authentic,,0.0,0.3807,0.88,19,1.33,10.09,6.1,11.03,1806.57,74.71,1888.57,1686.08
authentic\67376.jpg,Authentic,,0.0001,0.2042,0.8,14,1.15,5.79,3.42,6.18,452.69,61.64,483.4,409.6
authentic\67377.jpg,Authentic,,0.0002,0.2899,1.22,14,1.31,18.05,8.24,10.32,2695.63,93.39,2742.45,2492.72
authentic\67405.jpg,Authentic,,0.0,0.4307,0.5,12,0.94,3.65,2.72,7.33,725.97,38.43,666.55,797.29
authentic\67441.jpg,Authentic,,0.0,0.1931,0.6,10,0.87,7.42,3.79,6.42,604.93,60.45,631.08,518.92
authentic\67491.jpg,Authentic,,0.0001,0.0788,1.68,16,1.66,23.02,14.46,15.26,6407.9,152.24,6482.96,3720.4
authentic\67526.jpg,Authentic,,0.0001,0.2118,1.07,15,1.18,14.54,7.92,9.17,1814.46,87.3,1831.68,1236.06
authentic\67542.jpg,Authentic,,0.0001,0.2377,0.93,21,1.23,12.9,6.46,9.81,1513.72,86.14,1557.15,1187.61
authentic\67554.jpg,Authentic,,0.0,0.2877,0.44,11,0.76,4.77,2.07,4.02,239.46,31.2,205.88,248.59
authentic\67562.jpg,Authentic,,0.0,0.1973,0.81,17,1.11,9.67,5.63,9.43,1366.28,75.11,1285.44,1513.0
authentic\67688.jpg,Authentic,,0.0,0.2334,0.45,9,0.7,3.49,2.02,3.34,141.81,34.93,150.68,186.44
authentic\67709.jpg,Authentic,,0.0002,0.4259,0.48,14,0.79,3.51,1.97,4.15,227.48,32.46,207.4,270.1
authentic\67724.jpg,Authentic,,0.0,0.1524,0.5,9,0.71,3.73,2.17,3.04,137.32,33.34,139.36,80.62
authentic\67734.jpg,Authentic,,0.0008,0.1659,0.55,8,0.76,5.64,3.11,4.6,303.67,49.13,310.56,281.02
authentic\67768.jpg,Authentic,,0.0001,0.3171,0.88,12,1.08,13.27,7.53,10.83,2293.02,94.6,2039.79,2190.44
authentic\67843.jpg,Authentic,,0.0005,0.3262,0.46,8,0.76,3.33,1.95,3.58,194.57,29.52,197.88,140.07
authentic\67963.jpg,Authentic,,0.0,0.2503,1.25,16,1.39,16.51,10.12,12.5,2791.86,133.76,2928.47,1828.96
authentic\67981.jpg,Authentic,,0.0,0.3325,0.43,10,0.81,3.38,1.83,4.58,252.58,32.14,226.92,215.23
authentic\67985.jpg,Authentic,,0.0002,0.2218,1.42,30,1.73,15.98,8.74,11.9,2546.01,103.69,2632.71,1996.29
authentic\68007.jpg,Authentic,,0.0024,0.3065,0.47,22,0.95,4.41,2.6,6.4,461.2,35.96,532.82,780.75
authentic\68034.jpg,Authentic,,0.0,0.1676,1.08,23,1.33,11.8,6.33,9.6,1528.79,75.17,1560.18,769.83
authentic\68054.jpg,Authentic,,0.0002,0.254,0.65,10,0.86,5.68,3.13,4.7,314.9,49.7,294.12,353.56
authentic\68057.jpg,Authentic,,0.0084,0.1504,0.61,18,0.98,3.28,3.46,6.07,555.94,41.43,570.5,854.49
authentic\68071.jpg,Authentic,,0.0008,0.4106,0.61,28,1.13,6.19,4.37,11.21,1663.06,57.83,1517.73,1521.72
authentic\68120.jpg,Authentic,,0.0004,0.2656,0.54,12,0.89,4.2,3.09,6.84,577.92,45.45,570.0,564.52
authentic\68175.jpg,Authentic,,0.0,0.3233,1.04,15,1.54,11.34,7.09,13.67,6879.13,58.64,6931.44,13106.33
authentic\68282.jpg,Authentic,,0.0,0.2721,0.67,14,1.01,7.06,4.19,8.21,930.75,63.63,1163.78,1102.16
authentic\68335.jpg,Authentic,,0.0002,0.1798,1.56,31,1.75,15.72,8.64,11.22,3254.24,90.39,3303.73,2029.15
authentic\68343.jpg,Authentic,,0.0011,0.2999,0.47,8,0.75,4.95,1.86,3.91,157.63,34.65,147.76,196.23
authentic\68446.jpg,Authentic,,0.0,0.2776,1.05,15,1.22,10.44,6.39,8.75,1376.89,85.28,1398.64,971.24
authentic\68447.jpg,Authentic,,0.0005,0.1565,1.09,12,1.1,14.86,7.01,7.3,1342.91,81.21,1353.65,1190.61
authentic\68471.jpg,Authentic,,0.0013,0.2486,0.73,17,1.04,5.66,3.48,7.0,959.0,39.96,972.36,1318.71
authentic\68583.jpg,Authentic,,0.0,0.4019,1.3,15,1.57,17.73,10.94,15.25,5102.81,110.21,4752.12,3966.65
authentic\68617.jpg,Authentic,,0.0009,0.1592,1.53,25,1.58,20.56,9.2,11.36,2559.21,121.27,2638.52,1630.74
authentic\68671.jpg,Authentic,,0.0,0.2988,0.53,18,0.97,4.35,2.57,6.77,580.48,38.23,568.34,734.77
authentic\68707.jpg,Authentic,,0.0,0.1321,0.73,14,1.03,3.95,2.34,3.61,205.44,38.05,208.59,186.2
authentic\68709.jpg,Authentic,,0.001,0.3958,0.41,9,0.78,5.2,2.71,6.07,485.36,41.58,510.69,562.96
authentic\68739.jpg,Authentic,,0.0001,0.215,0.74,15,0.98,7.42,3.7,5.31,540.2,57.26,477.85,670.7
authentic\68761.jpg,Authentic,,0.0,0.1231,0.34,8,0.63,0.8,0.88,1.76,38.25,18.57,39.59,76.59
authentic\68764.jpg,Authentic,,0.0001,0.2645,1.02,16,1.3,9.26,5.61,8.72,984.12,88.95,1002.86,891.61
authentic\68849.jpg,Authentic,,0.0004,0.2428,1.16,21,1.66,13.29,7.38,11.64,2212.96,104.21,2281.3,2314.72
authentic\68930.jpg,Authentic,,0.0001,0.3127,0.52,11,0.87,3.92,1.59,3.15,111.32,32.57,115.85,103.36
authentic\69031.jpg,Authentic,,0.0001,0.2526,1.08,16,1.31,12.18,7.29,11.78,2232.25,92.48,2285.9,2333.34
authentic\69036.jpg,Authentic,,0.0001,0.452,0.41,11,0.76,5.79,3.19,6.95,560.16,44.95,602.29,668.48
authentic\69039.jpg,Authentic,,0.0,0.2089,1.04,15,1.19,11.64,6.02,8.93,1404.8,71.57,1457.6,1416.18
authentic\69092.jpg,Authentic,,0.0,0.3488,1.43,23,1.96,13.43,9.24,14.03,3792.7,101.36,3705.16,3117.25
authentic\69097.jpg,Authentic,,0.0,0.2414,0.44,11,0.8,4.06,2.28,5.81,435.39,34.79,432.45,901.9
authentic\69161.jpg,Authentic,,0.0018,0.1407,1.01,11,1.02,16.07,5.97,6.43,910.27,79.32,976.94,480.36
authentic\69190.jpg,Authentic,,0.0,0.2962,0.68,14,1.09,8.67,3.77,7.02,939.02,54.48,958.98,1770.93
authentic\69281.jpg,Authentic,,0.0,0.2981,1.22,19,1.48,14.49,9.09,13.97,3547.93,104.43,3596.31,3870.94
authentic\69282.jpg,Authentic,,0.0128,0.205,1.11,13,1.18,16.04,6.99,7.8,1634.44,77.06,1634.33,1035.58
authentic\69458.jpg,Authentic,,0.0002,0.1384,1.45,19,1.44,21.03,8.88,9.58,2009.05,115.64,2050.22,921.13
authentic\69465.jpg,Authentic,,0.0002,0.2784,0.7,11,0.96,8.84,4.07,6.38,763.37,54.28,770.07,596.17
authentic\69537.jpg,Authentic,,0.0,0.2304,1.15,15,1.36,12.54,5.7,7.48,1624.86,64.45,1679.31,1983.02
authentic\69564.jpg,Authentic,,0.0051,0.424,0.31,13,0.8,3.45,1.75,5.23,376.73,22.54,381.91,662.63
authentic\69618.jpg,Authentic,,0.0001,0.1913,1.02,18,1.18,16.48,7.29,9.7,1628.93,102.73,1546.12,1599.15
authentic\69644.jpg,Authentic,,0.0001,0.1527,0.57,13,1.21,8.54,6.36,13.62,2768.41,79.5,2553.32,2795.05
authentic\69678.jpg,Authentic,,0.0003,0.3607,0.67,19,1.03,6.39,3.09,6.14,504.33,52.03,520.08,494.1
authentic\69952.jpg,Authentic,,0.0001,0.3292,0.68,34,1.03,9.6,4.35,7.14,710.67,53.67,725.23,719.59
authentic\69964.jpg,Authentic,,0.0,0.2274,0.41,8,0.72,4.17,2.79,7.59,586.44,40.45,605.21,425.17
authentic\69967.jpg,Authentic,,0.0003,0.2593,1.45,18,1.62,22.82,10.21,11.67,3258.63,118.3,3328.54,2573.25
authentic\69984.jpg,Authentic,,0.0,0.2671,0.84,23,1.25,6.7,2.82,5.31,449.33,41.66,454.79,415.28
authentic\70091.jpg,Authentic,,0.0,0.2786,0.79,15,1.18,8.93,5.43,9.65,1362.73,64.22,1355.8,1366.84
authentic\70141.jpg,Authentic,,0.0,0.328,1.41,22,1.69,16.58,10.86,14.89,4484.92,120.7,4135.73,3244.25
authentic\70144.jpg,Authentic,,0.0001,0.2092,1.18,33,1.85,13.82,7.29,11.42,2326.26,95.47,2194.59,2662.35
authentic\70203.jpg,Authentic,,0.0007,0.1486,0.89,10,1.06,14.35,8.0,10.47,1874.24,102.23,2063.85,1388.6
authentic\70209.jpg,Authentic,,0.0088,0.1697,1.3,19,1.55,8.83,3.08,4.44,260.22,68.56,279.16,260.9
authentic\70244.jpg,Authentic,,0.0008,0.2318,0.67,13,1.1,8.64,4.93,9.37,1535.79,64.03,1577.35,2420.2
authentic\70379.jpg,Authentic,,0.0001,0.2473,0.56,12,0.86,3.18,1.92,4.02,233.81,32.15,225.11,237.71
authentic\70419.jpg,Authentic,,0.0352,0.2442,0.49,11,0.78,3.31,1.79,3.57,151.86,36.82,153.95,256.69
authentic\70456.jpg,Authentic,,0.0003,0.2858,0.75,13,1.11,9.99,5.49,8.7,1266.03,65.52,1235.93,1187.84
authentic\70664.jpg,Authentic,,0.0,0.1778,0.85,19,1.1,10.45,5.09,7.37,786.0,72.61,772.72,633.52
authentic\70681.jpg,Authentic,,0.0004,0.3347,0.82,9,1.05,13.66,5.87,7.97,1176.73,70.32,1192.2,851.1
authentic\70693.jpg,Authentic,,0.0,0.397,0.7,15,1.1,6.97,3.8,8.13,1051.33,57.22,955.95,1906.79
authentic\70704.jpg,Authentic,,0.0,0.1655,0.89,27,1.33,8.55,4.95,9.57,1293.96,74.02,1299.82,1285.17
authentic\70726.jpg,Authentic,,0.0097,0.1999,0.69,15,0.88,12.31,5.77,7.85,885.22,88.59,921.63,594.92
authentic\70772.jpg,Authentic,,0.0056,0.3523,0.33,18,0.78,3.34,1.61,4.81,322.51,23.59,332.35,430.96
authentic\70798.jpg,Authentic,,0.0,0.2541,0.63,12,0.94,9.25,4.08,6.98,789.62,52.55,672.33,1091.56
authentic\70813.jpg,Authentic,,0.0,0.2519,0.7,13,1.06,8.02,3.64,6.98,869.22,50.94,798.39,1626.81
authentic\70817.jpg,Authentic,,0.0002,0.1626,0.91,14,1.1,11.24,5.54,7.6,960.86,74.25,918.25,584.68
authentic\70839.jpg,Authentic,,0.9574,0.3235,1.22,13,1.29,20.72,7.78,8.57,1980.8,91.83,2009.69,1635.56
authentic\70842.jpg,Authentic,,0.0,0.2696,0.39,6,0.66,2.98,1.52,2.52,84.04,28.03,78.74,78.15
authentic\70860.jpg,Authentic,,0.0005,0.3814,0.57,11,0.84,6.5,2.89,4.95,359.06,45.96,360.47,350.0
authentic\70872.jpg,Authentic,,0.0001,0.2984,0.56,15,0.96,4.77,2.47,4.99,384.93,37.94,395.59,407.27
authentic\70890.jpg,Authentic,,0.0005,0.1024,1.74,22,1.85,21.71,9.52,10.68,2411.09,133.72,2474.48,1682.9
authentic\70936.jpg,Authentic,,0.0005,0.401,0.63,22,0.97,3.75,2.47,6.24,448.09,45.58,455.58,470.05
authentic\70944.jpg,Authentic,,0.0004,0.4246,1.24,17,1.6,16.62,8.81,13.01,3264.91,111.14,3336.51,2462.49
authentic\70949.jpg,Authentic,,0.0003,0.2909,0.35,11,0.72,4.96,2.49,6.09,534.07,35.96,480.97,685.23
authentic\70985.jpg,Authentic,,0.0001,0.1418,1.27,22,1.45,18.07,9.86,12.39,2888.08,120.99,2966.03,1642.44
authentic\71002.jpg,Authentic,,0.0,0.2685,0.53,12,0.85,3.55,2.24,4.76,287.83,36.78,290.21,305.46
authentic\71057.jpg,Authentic,,0.0,0.1322,0.89,12,1.0,10.03,4.77,6.1,797.49,57.68,809.76,743.96
authentic\71090.jpg,Authentic,,0.0,0.2299,0.83,13,1.0,14.94,7.05,9.85,1504.24,92.83,1435.63,1159.32
authentic\71127.jpg,Authentic,,0.0,0.2061,1.01,26,1.42,10.37,6.47,12.09,2180.51,88.09,2002.6,1766.95
authentic\71148.jpg,Authentic,,0.0036,0.2081,1.13,15,1.15,22.27,8.58,8.59,2090.88,91.74,2117.75,1218.53
authentic\71221.jpg,Authentic,,0.0057,0.1193,0.28,12,0.64,1.38,1.74,5.44,360.88,24.07,361.57,773.09
authentic\71243.jpg,Authentic,,0.0,0.34,0.73,15,1.16,7.81,4.25,8.21,996.35,65.42,1023.48,1305.18
authentic\71263.jpg,Authentic,,0.2154,0.0767,0.34,7,0.57,1.41,1.63,2.3,68.71,28.0,74.79,66.36
authentic\71269.jpg,Authentic,,0.0,0.2741,0.52,22,0.9,4.22,2.13,4.35,291.13,41.3,287.26,721.64
authentic\71358.jpg,Authentic,,0.0001,0.2399,1.43,23,1.75,16.72,8.72,12.2,2913.61,107.82,2984.23,1968.97
authentic\71362.jpg,Authentic,,0.0003,0.106,1.17,20,1.22,17.72,8.15,8.89,1914.45,93.06,1923.97,1090.25
authentic\71374.jpg,Authentic,,0.0009,0.126,0.28,12,0.67,2.31,1.75,6.04,346.71,27.51,345.56,641.1
authentic\71536.jpg,Authentic,,0.1739,0.1435,0.89,14,1.14,13.1,6.94,11.24,1931.19,95.27,1971.93,1990.3
authentic\71564.jpg,Authentic,,0.0,0.3558,1.19,19,1.49,14.39,8.23,12.16,2788.56,90.98,2831.15,1825.11
authentic\71572.jpg,Authentic,,0.0001,0.2477,1.11,14,1.19,18.48,8.72,10.14,2085.41,103.86,2141.45,1201.6
authentic\71589.jpg,Authentic,,0.0001,0.4324,0.67,17,1.08,7.0,3.88,8.04,889.39,60.29,806.62,829.13
authentic\71599.jpg,Authentic,,0.0,0.2162,1.25,15,1.36,19.09,10.53,13.37,3729.97,116.06,3768.84,2010.15
authentic\71624.jpg,Authentic,,0.1804,0.2425,0.58,16,1.09,7.45,3.4,7.54,855.35,48.69,776.01,1250.29
authentic\71637.jpg,Authentic,,0.0001,0.1577,1.02,19,1.27,13.36,5.57,7.63,1164.87,72.63,1138.69,1487.84
authentic\71672.jpg,Authentic,,0.0,0.2054,0.93,18,1.26,8.2,4.91,8.73,1196.74,62.53,1222.86,1249.77
authentic\71680.jpg,Authentic,,0.0,0.3369,0.56,18,0.94,4.88,2.11,4.41,238.68,43.11,225.95,343.42
authentic\71695.jpg,Authentic,,0.0001,0.1796,0.79,19,1.35,5.54,4.18,10.24,1378.28,61.6,1431.3,2940.02
authentic\71697.jpg,Authentic,,0.0035,0.3982,0.85,13,1.19,13.78,6.84,10.57,2098.34,78.84,2129.69,2287.46
authentic\71752.jpg,Authentic,,0.0015,0.3068,0.66,16,1.0,5.17,3.0,6.2,570.95,50.53,561.76,815.05
authentic\72050.jpg,Authentic,,0.0001,0.324,0.56,15,0.98,3.67,2.36,5.16,384.78,33.68,437.84,655.78
authentic\72063.jpg,Authentic,,0.6844,0.0495,0.41,24,1.04,1.94,1.13,2.98,120.3,19.72,121.02,249.74
authentic\72064.jpg,Authentic,,0.0001,0.2794,1.56,26,1.86,16.84,9.75,12.07,3322.47,105.26,3363.55,2447.56
authentic\72089.jpg,Authentic,,0.0001,0.2965,0.94,12,1.15,19.01,8.63,10.24,2079.29,104.73,2102.85,1153.35
authentic\72091.jpg,Authentic,,0.0,0.3945,0.91,46,1.77,5.12,4.6,10.18,1773.48,53.99,1803.24,2355.83
authentic\72093.jpg,Authentic,,0.0,0.2099,1.44,24,1.69,17.37,10.4,14.53,5315.3,110.19,5688.07,4920.29
authentic\72109.jpg,Authentic,,0.0006,0.2121,1.21,30,1.69,11.64,8.05,12.99,2629.71,99.72,2750.63,2543.19
authentic\72115.jpg,Authentic,,0.0,0.3338,0.82,18,1.14,6.69,3.71,6.09,808.31,45.74,815.66,859.99
authentic\72123.jpg,Authentic,,0.0009,0.1567,1.15,12,1.2,16.12,6.88,7.88,1481.91,79.28,1513.33,890.34
authentic\72126.jpg,Authentic,,0.0,0.1856,1.49,35,1.9,16.3,8.27,9.33,1666.95,97.34,1676.09,761.96
authentic\72140.jpg,Authentic,,0.0,0.1908,0.79,31,1.03,8.43,4.54,5.96,594.78,61.21,598.8,488.99
authentic\72147.jpg,Authentic,,0.0018,0.1855,0.52,10,0.8,3.5,2.15,4.75,295.81,39.59,298.08,370.86
authentic\72162.jpg,Authentic,,0.005,0.5215,0.93,15,1.24,13.42,8.46,13.93,2968.19,108.66,2365.87,3242.92
authentic\72167.jpg,Authentic,,0.0,0.3526,0.51,14,0.83,4.63,2.79,7.11,650.38,45.93,647.63,936.56
authentic\72200.jpg,Authentic,,0.0003,0.2114,0.43,12,0.72,3.54,2.62,5.35,399.2,33.13,411.29,326.85
authentic\72230.jpg,Authentic,,0.0021,0.1904,0.54,27,0.89,3.5,3.18,5.48,529.54,37.71,538.31,793.33
authentic\72236.jpg,Authentic,,0.0012,0.2312,0.71,12,0.98,7.84,3.24,5.81,499.38,51.42,569.04,626.73
